paper_id,claim,figure_id,title,caption,local_image_path,url
PMC11774762,"Specifically, this review will address the following critical questions: (1) What are the crucial sociodemographic and psychological profiles of cyberbullying victims? (2) What critical contextual and environmental factors are associated with cyberbullying victimization? (3) What are the key psychological and behavioural consequences of cyberbullying for victims? (4) How effective are existing interventions in mitigating the impacts of cyberbullying? By summarizing the associations reported in meta-analyses, this review aims to provide a clearer picture regarding the phenomena of cyberbullying victimization.Results
Search outcome and eligibility
As illustrated in the Preferred Reporting Items for Systematic Reviews and Meta-Analyse (PRISMA) flowchart (Fig. 8), the initial search returned 1,583 records, of which 1,149 remained after the removal of duplicates.",PMC11774762_figure_8,Fig. 8. PRISMA flowchart.,"The PRISMA flowchart illustrate the record selection process, including the number of studies indentified or retained at eachstage of screening.",./data/PMC11774762/images/figure_8.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/d03eeb57c32b/41562_2024_2011_Fig8_HTML.jpg
PMC11774762,"Full text-screening resulted in the removal of 331 records, leaving a final total of 56 records16,25,26,28,35–38,64–67,73,82,85,86,89–91,93,94,98–132, covering all regions (see Fig. 6 for full details).",PMC11774762_figure_6,Fig. 6. Forest plot for the association cyberbullying victimization and various consequences based on each individual review.,The association between cyberbullying victimization and psychological predictors based on each individual review.,./data/PMC11774762/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/10e1f03fc74c/41562_2024_2011_Fig6_HTML.jpg
PMC11774762,"Open in a new tab
The PRISMA flowchart illustrate the record selection process, including the number of studies indentified or retained at eachstage of screening.Fig. 6.",PMC11774762_figure_6,Fig. 6. Forest plot for the association cyberbullying victimization and various consequences based on each individual review.,The association between cyberbullying victimization and psychological predictors based on each individual review.,./data/PMC11774762/images/figure_6.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/10e1f03fc74c/41562_2024_2011_Fig6_HTML.jpg
PMC11774762,"The black dots represent outliers, indicating numbers of studies that deviate noticeably from the rest of the data distribution. e, The included meta-analyses by the type of publication. f, The age groups of the samples included within the meta-analyses.Quality of included records
Based on the Joanna Briggs Institute (JBI) Critical Appraisal Instrument for Systematic Reviews and Research Syntheses tool, methodological quality scores for included records ranged from 6 to 11 (median 9; see Table 2 for a breakdown of the quality appraisal scores by record and Fig. 2 for a breakdown of the quality appraisal scores by criteria).",PMC11774762_figure_2,Fig. 2. Methodological quality assessment of the included meta-analyses.,An assessment using criteria according to the JBI Critical Appraisal of Systematic Reviews and Research Synthesis.,./data/PMC11774762/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/1b91da1e3835/41562_2024_2011_Fig2_HTML.jpg
PMC11774762,"Sociodemographic and personality predictors
A total of 13 meta-analyses explored sociodemographic and personality factors associated with cyberbullying victimization (Fig. 3a).",PMC11774762_figure_3,Fig. 3. Forest plot for the association between various predictors and cyberbullying victimization based on each individual review.,"a, The association between sociodemographic and personality predictors and cyberbullying victimization based on each individual review. b, The association between psychological predictors and cyberbullying victimization based on each individual review. For a and b, r and the 95% confidence interval (CI) refer to the correlation between cyberbullying victimization and the predictor of interest. n refers to the sample size corresponding to each row (‘not stated’ is used in cases where meta-analyses did not provide relevant information), and k refers to the number of effect sizes used to calculate the correlation in each row.",./data/PMC11774762/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/9f8425fa3492/41562_2024_2011_Fig3_HTML.jpg
PMC11774762,"For a and b, r and the 95% confidence interval (CI) refer to the correlation between cyberbullying victimization and the predictor of interest. n refers to the sample size corresponding to each row (‘not stated’ is used in cases where meta-analyses did not provide relevant information), and k refers to the number of effect sizes used to calculate the correlation in each row.Positively valenced personality traits—such as agreeableness, extraversion and openness to experience—were associated with lower cyberbullying victimization (median r = −0.09, range −0.18 to −0.06), while negatively valenced personality traits—such as antisocial personality, dark personality traits, dominance and neuroticism—were associated with increased risk of exposure to cyberbullying victimization (median r = 0.15, range −0.06 to 0.23).Psychological predictors
A total of 14 meta-analyses explored psychological factors predicting cyberbullying victimization (Fig. 3b).",PMC11774762_figure_3,Fig. 3. Forest plot for the association between various predictors and cyberbullying victimization based on each individual review.,"a, The association between sociodemographic and personality predictors and cyberbullying victimization based on each individual review. b, The association between psychological predictors and cyberbullying victimization based on each individual review. For a and b, r and the 95% confidence interval (CI) refer to the correlation between cyberbullying victimization and the predictor of interest. n refers to the sample size corresponding to each row (‘not stated’ is used in cases where meta-analyses did not provide relevant information), and k refers to the number of effect sizes used to calculate the correlation in each row.",./data/PMC11774762/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/9f8425fa3492/41562_2024_2011_Fig3_HTML.jpg
PMC11774762,"In contrast, 16 out of 18 effect sizes indicated that positively valenced psychological factors such as emotional intelligence, better emotional management, empathy, higher self-control, higher self-efficacy, higher self-esteem and higher social intelligence served as protective factors against cyberbullying victimization (median r = −0.06, range −0.22 to 0.12).Contextual predictors
A total of 29 meta-analyses reported various contextual predictors of cyberbullying victimization (Fig. 4a).",PMC11774762_figure_4,Fig. 4. Forest plot for the association between various predictors and cyberbullying victimization based on each individual review.,"a, The association between parental and family relations and cyberbullying victimization based on each individual review. b, The association between school-related, peer-related and environmental factors and cyberbullying victimization based on each individual review.",./data/PMC11774762/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/f40c54d3f60d/41562_2024_2011_Fig4_HTML.jpg
PMC11774762,"Open in a new tab
a, The association between parental and family relations and cyberbullying victimization based on each individual review. b, The association between school-related, peer-related and environmental factors and cyberbullying victimization based on each individual review.The association between school-related, peer-related and environmental factors and cyberbullying victimization was included in 11 meta-analyses (Fig. 4b).",PMC11774762_figure_4,Fig. 4. Forest plot for the association between various predictors and cyberbullying victimization based on each individual review.,"a, The association between parental and family relations and cyberbullying victimization based on each individual review. b, The association between school-related, peer-related and environmental factors and cyberbullying victimization based on each individual review.",./data/PMC11774762/images/figure_4.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/f40c54d3f60d/41562_2024_2011_Fig4_HTML.jpg
PMC11774762,"Factors related to internet use were also common contextual predictors of cyberbullying victimization, as seen in nine meta-analyses (Fig. 5a).",PMC11774762_figure_5,Fig. 5. Forest plot for the association between various predictors and cyberbullying victimization based on each individual review.,"a, The association between factors related to internet use and cyberbullying victimization based on each individual review. b, The association between participating in anti-cyberbullying programmes and cyberbullying victimization based on each individual review. IT, information technology.",./data/PMC11774762/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/31f3822734ee/41562_2024_2011_Fig5_HTML.jpg
PMC11774762,"IT, information technology.Finally, taking part in anti-cyberbullying interventions, including both school-based programmes and parental education programmes, was indicated by 11 meta-analyses as consistently associated with lower levels of cyberbullying victimization (median r = −0.07, range −0.14 to −0.04) (Fig. 5b).Consequences of cyberbullying victimization
In total, 25 out of the 56 included records included effect sizes on the relationship between cyberbullying victimization and its consequences.",PMC11774762_figure_5,Fig. 5. Forest plot for the association between various predictors and cyberbullying victimization based on each individual review.,"a, The association between factors related to internet use and cyberbullying victimization based on each individual review. b, The association between participating in anti-cyberbullying programmes and cyberbullying victimization based on each individual review. IT, information technology.",./data/PMC11774762/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/85c1/11774762/31f3822734ee/41562_2024_2011_Fig5_HTML.jpg
