paper_id,claim,figure_id,title,caption,local_image_path,url
PMC9053421,"The student population included in this report is as follows: Honors (30 students), 56.7% White, 3.3% Black or African American, 36.7% Asian/Pacific Islander, 3.3% Hispanic/Latino, 0% Multicultural; Non-Honors (39 students), 40% White, 12.5% Black or African American, 27.5% Asian/Pacific Islander, 12.5% Hispanic/Latino, 5% Multicultural, 2.5% Not reporting (Figure 1A).",PMC9053421_figure_1,Figure 1.,"Demographic and Student Classification Data. A. Graphical representation of student demographics at UAB, in the honors section of NBL230, and in the regular section of NBL230. B. Graphical representation of classification for the honors and regular sections. The honors section consisted of 1 freshman, 16 sophomores, 12 juniors, and 1 senior. The regular section consisted of 32 sophomores, 5 juniors, 1 senior, and 1 postbaccalaureate. Proportion of students with a given classification are indicated with the corresponding shaded bar.",./data/PMC9053421/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/538fe50d9f92/june-20-40f1.jpg
PMC9053421,"Most were in their second year of college, though the honors section had more who were classified as juniors, likely due to more credits completed rather than being in the third year of college (Figure 1B).",PMC9053421_figure_1,Figure 1.,"Demographic and Student Classification Data. A. Graphical representation of student demographics at UAB, in the honors section of NBL230, and in the regular section of NBL230. B. Graphical representation of classification for the honors and regular sections. The honors section consisted of 1 freshman, 16 sophomores, 12 juniors, and 1 senior. The regular section consisted of 32 sophomores, 5 juniors, 1 senior, and 1 postbaccalaureate. Proportion of students with a given classification are indicated with the corresponding shaded bar.",./data/PMC9053421/images/figure_1.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/538fe50d9f92/june-20-40f1.jpg
PMC9053421,Student responses frequently referenced the neuroscience of bias (Figure 2) and racism as a public health issue (Figure 3).,PMC9053421_figure_2,Figure 2.,Student Discussion of Neuroscience of Bias. Graphical representation of percentage of student who discussed the neuroscience of bias in their initial discussion post. Twenty-two of 29 students in the honors section discussed the neuroscience of bias while 25 of 39 in the regular section did.,./data/PMC9053421/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/d7285a706d8e/june-20-40f2.jpg
PMC9053421,Student responses frequently referenced the neuroscience of bias (Figure 2) and racism as a public health issue (Figure 3).,PMC9053421_figure_3,Figure 3.,Student Discussion of Racism and Public Health. Graphical representation of percentage of student who discussed the racism and public health in their initial discussion post. Fifteen of 29 students in the honors section discussed the neuroscience of bias while 23 of 39 in the regular section did.,./data/PMC9053421/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/32b0a14143ea/june-20-40f3.jpg
PMC9053421,Twenty-two of 29 students in the honors section discussed the neuroscience of bias while 25 of 39 in the regular section did.Figure 3.,PMC9053421_figure_3,Figure 3.,Student Discussion of Racism and Public Health. Graphical representation of percentage of student who discussed the racism and public health in their initial discussion post. Fifteen of 29 students in the honors section discussed the neuroscience of bias while 23 of 39 in the regular section did.,./data/PMC9053421/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/32b0a14143ea/june-20-40f3.jpg
PMC9053421,"About 76 percent of students in the honors section, and 64 percent of students in the regular section referred to the neuroscience of bias (Figure 2).",PMC9053421_figure_2,Figure 2.,Student Discussion of Neuroscience of Bias. Graphical representation of percentage of student who discussed the neuroscience of bias in their initial discussion post. Twenty-two of 29 students in the honors section discussed the neuroscience of bias while 25 of 39 in the regular section did.,./data/PMC9053421/images/figure_2.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/d7285a706d8e/june-20-40f2.jpg
PMC9053421,The majority of students in both honors (51.7%) and regular (59%) sections of the course indicated awareness of the negative impacts of racism on determinants of health (Figure 3).,PMC9053421_figure_3,Figure 3.,Student Discussion of Racism and Public Health. Graphical representation of percentage of student who discussed the racism and public health in their initial discussion post. Fifteen of 29 students in the honors section discussed the neuroscience of bias while 23 of 39 in the regular section did.,./data/PMC9053421/images/figure_3.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/32b0a14143ea/june-20-40f3.jpg
PMC9053421,"No student chose the response “Disagree” or “Strongly Disagree” so those choices were excluded from the representation for ease of reading.Students Responded Positively to This Module
Beyond enjoying the material, many of the students reported in their discussion posts that the material was valuable and discussed further questions they wanted to explore (Figure 5).",PMC9053421_figure_5,Figure 5.,Student Discussion of Value of this Exercise. Graphical representation of percentage of student who reported that the information was valuable and had further questions. Twenty-two of 29 students in the honors section discussed this while 21 of 39 in the regular section did.,./data/PMC9053421/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/345d56a36717/june-20-40f5.jpg
PMC9053421,"Students Responded Positively to This Module
Beyond enjoying the material, many of the students reported in their discussion posts that the material was valuable and discussed further questions they wanted to explore (Figure 5).",PMC9053421_figure_5,Figure 5.,Student Discussion of Value of this Exercise. Graphical representation of percentage of student who reported that the information was valuable and had further questions. Twenty-two of 29 students in the honors section discussed this while 21 of 39 in the regular section did.,./data/PMC9053421/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/345d56a36717/june-20-40f5.jpg
PMC9053421,"Beyond enjoying the material, many of the students reported in their discussion posts that the material was valuable and discussed further questions they wanted to explore (Figure 5).",PMC9053421_figure_5,Figure 5.,Student Discussion of Value of this Exercise. Graphical representation of percentage of student who reported that the information was valuable and had further questions. Twenty-two of 29 students in the honors section discussed this while 21 of 39 in the regular section did.,./data/PMC9053421/images/figure_5.jpg,https://cdn.ncbi.nlm.nih.gov/pmc/blobs/2849/9053421/345d56a36717/june-20-40f5.jpg
